X,10Gy air,20Gy air,30Gy air,40Gy air,50Gy air,10Gy O2,20Gy O2,30Gy O2,40Gy O2,50Gy O2,10Gy N2,20Gy N2,30Gy N2,40Gy N2,50Gy N2
255,-0.002,-0.002333333,-0.003333333,-0.004,-0.006,-0.003666667,-0.006333333,-0.009333333,-0.012333333,-0.015333333,-0.016666667,-0.026,-0.038,-0.05,-0.060333333
254,-0.002,-0.002666667,-0.003666667,-0.005,-0.006333333,-0.004,-0.006666667,-0.010333333,-0.013333333,-0.016666667,-0.018333333,-0.028,-0.041666667,-0.054333333,-0.065333333
253,-0.002333333,-0.002666667,-0.004333333,-0.005,-0.007,-0.004666667,-0.007333333,-0.011,-0.014666667,-0.017666667,-0.018333333,-0.029333333,-0.043666667,-0.057666667,-0.069666667
252,-0.002666667,-0.003333333,-0.004666667,-0.005333333,-0.007333333,-0.005333333,-0.008333333,-0.012,-0.016333333,-0.019666667,-0.019666667,-0.031,-0.046,-0.062,-0.073666667
251,-0.002666667,-0.003,-0.004333333,-0.005666667,-0.007666667,-0.005,-0.008,-0.012333333,-0.016666667,-0.020666667,-0.021333333,-0.033333333,-0.048666667,-0.065666667,-0.079
250,-0.002666667,-0.003666667,-0.004666667,-0.006333333,-0.007666667,-0.005333333,-0.008666667,-0.013,-0.017333333,-0.021666667,-0.022333333,-0.035333333,-0.051666667,-0.069,-0.082333333
249,-0.003,-0.003666667,-0.005,-0.006,-0.008333333,-0.005333333,-0.008666667,-0.013333333,-0.018,-0.023,-0.023666667,-0.037,-0.054333333,-0.072,-0.086666667
248,-0.002666667,-0.003666667,-0.005,-0.006666667,-0.008333333,-0.006,-0.009333333,-0.014,-0.019,-0.024,-0.024,-0.038,-0.056,-0.074333333,-0.089666667
247,-0.002666667,-0.003666667,-0.005,-0.006666667,-0.008333333,-0.006,-0.009333333,-0.014,-0.019333333,-0.024,-0.024333333,-0.038666667,-0.057,-0.076333333,-0.091333333
246,-0.002333333,-0.003666667,-0.004666667,-0.007,-0.008333333,-0.006,-0.009666667,-0.014666667,-0.020333333,-0.025,-0.025333333,-0.039333333,-0.058,-0.077666667,-0.093333333
245,-0.002666667,-0.004,-0.004666667,-0.006666667,-0.008333333,-0.006,-0.009333333,-0.014333333,-0.02,-0.026,-0.025666667,-0.04,-0.059333333,-0.079666667,-0.095333333
244,-0.002333333,-0.003666667,-0.005,-0.006333333,-0.008,-0.006333333,-0.01,-0.015,-0.020666667,-0.025666667,-0.025333333,-0.040333333,-0.059333333,-0.079666667,-0.095666667
243,-0.002666667,-0.004,-0.005333333,-0.006666667,-0.008333333,-0.006,-0.01,-0.014666667,-0.020666667,-0.026333333,-0.026,-0.040666667,-0.060666667,-0.081333333,-0.096666667
242,-0.002666667,-0.004,-0.005333333,-0.006666667,-0.008666667,-0.006333333,-0.01,-0.015,-0.021,-0.026333333,-0.026,-0.041,-0.060666667,-0.081333333,-0.097666667
241,-0.002666667,-0.003666667,-0.005333333,-0.006666667,-0.008333333,-0.006333333,-0.009666667,-0.015,-0.021,-0.026,-0.026333333,-0.041333333,-0.060666667,-0.081666667,-0.097666667
240,-0.002666667,-0.004,-0.005333333,-0.007,-0.008666667,-0.005666667,-0.009333333,-0.015,-0.020666667,-0.025666667,-0.026,-0.041333333,-0.060666667,-0.081666667,-0.097666667
239,-0.002666667,-0.004,-0.005333333,-0.006666667,-0.008666667,-0.006,-0.01,-0.014666667,-0.020666667,-0.026,-0.025666667,-0.041,-0.061,-0.081333333,-0.098
238,-0.002666667,-0.004,-0.005,-0.006666667,-0.009,-0.006,-0.009333333,-0.014666667,-0.021,-0.026,-0.026,-0.041333333,-0.061666667,-0.082333333,-0.098
237,-0.002333333,-0.003666667,-0.005,-0.006666667,-0.008666667,-0.006333333,-0.009333333,-0.014333333,-0.020333333,-0.025666667,-0.025666667,-0.041333333,-0.061,-0.081666667,-0.098
236,-0.002333333,-0.004,-0.004666667,-0.006333333,-0.008,-0.005666667,-0.009666667,-0.014333333,-0.021333333,-0.026,-0.026,-0.041666667,-0.061333333,-0.082,-0.097666667
235,-0.002333333,-0.003666667,-0.004666667,-0.006,-0.008333333,-0.005333333,-0.009,-0.014,-0.020666667,-0.025666667,-0.025666667,-0.042,-0.061666667,-0.082333333,-0.097666667
234,-0.003,-0.004333333,-0.005333333,-0.007,-0.009333333,-0.006333333,-0.009333333,-0.014666667,-0.021333333,-0.026,-0.025666667,-0.042,-0.062,-0.083,-0.098
233,-0.003,-0.004333333,-0.005333333,-0.006666667,-0.008666667,-0.006,-0.009333333,-0.014,-0.020666667,-0.026,-0.026,-0.042333333,-0.062333333,-0.083666667,-0.099333333
232,-0.003333333,-0.004333333,-0.006333333,-0.007666667,-0.009666667,-0.005666667,-0.009666667,-0.015,-0.021333333,-0.026666667,-0.026666667,-0.043333333,-0.063333333,-0.085,-0.100333333
231,-0.003,-0.004666667,-0.005333333,-0.007666667,-0.010333333,-0.006333333,-0.01,-0.015333333,-0.022,-0.027666667,-0.028,-0.044666667,-0.066,-0.087333333,-0.103333333
230,-0.004,-0.004666667,-0.006333333,-0.008,-0.010666667,-0.006333333,-0.010666667,-0.016,-0.022333333,-0.028333333,-0.028666667,-0.046,-0.068,-0.090333333,-0.106333333
229,-0.004333333,-0.005,-0.006666667,-0.008666667,-0.011333333,-0.007666667,-0.011666667,-0.017333333,-0.024333333,-0.030333333,-0.030333333,-0.048333333,-0.071333333,-0.094333333,-0.111333333
228,-0.005,-0.006,-0.008333333,-0.010333333,-0.013333333,-0.007333333,-0.012,-0.018,-0.025666667,-0.031,-0.032333333,-0.051666667,-0.076,-0.1,-0.118
227,-0.005666667,-0.007333333,-0.009333333,-0.012,-0.014666667,-0.007666667,-0.013,-0.020333333,-0.027333333,-0.033666667,-0.035,-0.055,-0.082,-0.108,-0.127
226,-0.006666667,-0.007333333,-0.010333333,-0.013,-0.017666667,-0.008333333,-0.015666667,-0.022666667,-0.03,-0.037333333,-0.038,-0.061,-0.091333333,-0.119333333,-0.140333333
225,-0.007,-0.008666667,-0.013,-0.016666667,-0.020333333,-0.011,-0.017666667,-0.025666667,-0.034,-0.042333333,-0.043666667,-0.069666667,-0.103666667,-0.135333333,-0.159
224,-0.007333333,-0.010333333,-0.013,-0.017,-0.021,-0.011666667,-0.021,-0.027666667,-0.037666667,-0.046666667,-0.048333333,-0.076,-0.114666667,-0.151,-0.177333333
223,-0.009333333,-0.011333333,-0.015333333,-0.019,-0.022333333,-0.012333333,-0.02,-0.027,-0.036666667,-0.048,-0.052333333,-0.083,-0.124333333,-0.164333333,-0.194
222,-0.007666667,-0.010666667,-0.015333333,-0.019333333,-0.025,-0.011333333,-0.021333333,-0.028666667,-0.037,-0.047,-0.053666667,-0.087,-0.131,-0.174333333,-0.205333333
221,-0.009333333,-0.011,-0.015,-0.017333333,-0.023333333,-0.007,-0.019,-0.025666667,-0.033,-0.047666667,-0.055666667,-0.089,-0.133666667,-0.177333333,-0.211666667
220,-0.005333333,-0.008,-0.013,-0.016333333,-0.020666667,-0.006,-0.017,-0.026,-0.031333333,-0.044,-0.056666667,-0.089,-0.132333333,-0.179333333,-0.213333333
219,-0.005666667,-0.008333333,-0.008666667,-0.014,-0.018,-0.013333333,-0.014,-0.023,-0.030666667,-0.046,-0.057333333,-0.090333333,-0.136333333,-0.180666667,-0.213
218,-0.006333333,-0.008333333,-0.007333333,-0.015666667,-0.016666667,-0.008666667,-0.017,-0.025,-0.028666667,-0.042333333,-0.054666667,-0.087333333,-0.133333333,-0.179333333,-0.211666667
217,-0.006333333,-0.008666667,-0.012,-0.017333333,-0.014333333,-0.012333333,-0.016333333,-0.026,-0.032333333,-0.044666667,-0.051,-0.083333333,-0.126333333,-0.173666667,-0.206
216,-0.011,-0.011666667,-0.012333333,-0.014333333,-0.015,-0.007666667,-0.015666667,-0.023,-0.030333333,-0.037,-0.048666667,-0.079333333,-0.123,-0.169666667,-0.201
215,-0.002333333,-0.003666667,-0.005666667,-0.005666667,-0.009333333,-0.007666667,-0.016666667,-0.021,-0.026333333,-0.031666667,-0.043666667,-0.075,-0.117333333,-0.163,-0.193
214,-0.001,-0.003333333,-0.003333333,-0.005333333,-0.007666667,-0.012333333,-0.021,-0.028,-0.029666667,-0.037333333,-0.045,-0.080333333,-0.122333333,-0.165666667,-0.193666667
213,-0.004333333,-0.003666667,-0.005,0.000333333,-0.006,-0.007333333,-0.014666667,-0.014,-0.028666667,-0.028666667,-0.049666667,-0.077,-0.119666667,-0.164333333,-0.193
212,-0.001666667,-0.005333333,-0.001666667,-0.005333333,-0.005,-0.009,-0.009,-0.012666667,-0.017666667,-0.028666667,-0.049,-0.080666667,-0.120666667,-0.165,-0.192666667
211,0.001333333,0.003,0.001,0.005666667,0.005,-0.005666667,-0.012,-0.014666667,-0.018,-0.028,-0.043,-0.075333333,-0.12,-0.162,-0.182666667
210,-0.002333333,0.000666667,0.003666667,0.006333333,0.002333333,0,-0.004,-0.006666667,-0.018666667,-0.029,-0.045,-0.075,-0.119,-0.156666667,-0.18
209,0,0.004,0.004333333,0.009,0.014,-0.009666667,-0.006666667,-0.01,-0.019,-0.022,-0.041,-0.071,-0.113666667,-0.152333333,-0.17
208,0.002,0.001,0.005666667,0.008666667,0.013666667,-0.002333333,0.001,-0.005333333,-0.013666667,-0.016333333,-0.041,-0.068333333,-0.106,-0.141666667,-0.156333333
207,0.001533333,0.004,0.008666667,0.013666667,0.015666667,-0.003333333,-0.002666667,-0.003333333,-0.009333333,-0.012333333,-0.031666667,-0.061333333,-0.095666667,-0.129666667,-0.14
206,-0.001,0.003,0.007,0.012666667,0.016666667,-0.000333333,0.003333333,-0.000666667,-0.004666667,-0.007333333,-0.032,-0.058666667,-0.089,-0.117,-0.123666667
205,0.003,0.006,0.009333333,0.016333333,0.02,0.002,0.004,0.002666667,0,-0.000666667,-0.026,-0.048666667,-0.077333333,-0.102666667,-0.104
204,0.002666667,0.005666667,0.011333333,0.015666667,0.021,0.000333333,0.006,0.004666667,0.003666667,0.001666667,-0.022333333,-0.042666667,-0.067666667,-0.090333333,-0.087333333
203,0.004,0.007,0.013666667,0.019666667,0.023333333,0.004,0.006666667,0.008666667,0.006333333,0.007666667,-0.018666667,-0.037333333,-0.058666667,-0.077333333,-0.071333333
202,0.001666667,0.006,0.012,0.018333333,0.023,0.002,0.006333333,0.009666667,0.007666667,0.009166667,-0.014666667,-0.030666667,-0.050666667,-0.065666667,-0.056666667
201,0.004,0.009,0.013666667,0.019,0.025,0.002333333,0.008666667,0.011,0.009333333,0.012833333,-0.010666667,-0.025333333,-0.042666667,-0.054666667,-0.041666667
200,0.003666667,0.008,0.013333333,0.019,0.024666667,0.004,0.01,-0.009333333,0.013333333,0.016166667,-0.007666667,-0.02,-0.036,-0.045,-0.029666667
,,,,,,,,,,,0,,,,
